Pos Model Codename "L2 Cache + L3 Cache" "TDP Watt" "MHz - Turbo" "Cores / Threads" "Perf. Rating" "Cinebench R15 CPU Single 64Bit" "Cinebench R15 CPU Multi 64Bit" "Cinebench R23 Single Core" "Cinebench R23 Multi Core" x265 Blender(-) "7-Zip Single" 7-Zip "Geekbench 5.5 Single-Core" "Geekbench 5.5 Multi-Core" "WebXPRT 3"
Pos Model Codename "L2 Cache + L3 Cache" "TDP Watt" "MHz - Turbo" "Cores / Threads" "Perf. Rating" "Cinebench R15 CPU Single 64Bit" "Cinebench R15 CPU Multi 64Bit" "Cinebench R23 Single Core" "Cinebench R23 Multi Core" x265 Blender(-) "7-Zip Single" 7-Zip "Geekbench 5.5 Single-Core" "Geekbench 5.5 Multi-Core" "WebXPRT 3"
462* "AMD Ryzen 3 PRO 5475U" "Barcelo-U PRO (Zen 3)" 2MB + 8MB 15 2700 ‑ 4100 4/8            
463* "AMD Ryzen 3 PRO 5450U" "Cezanne-U PRO (Zen 3)" 2MB + 8MB 15 2600 ‑ 4000 4/8            
464* "Intel Core i5-8265U" "Whiskey Lake-U" 1MB + 6MB 15 1600 ‑ 3900 4/8 31.5 159n35 601.5n38 1008 3500 4.2n15 861n15 4084n15 16245n15 1041.5n4 3624.5n4 187n2
465 "Intel Core i5-1140G7" "Tiger Lake-UP4" 5MB + 8MB 15 1800 ‑ 4200 4/8 34.6 179 630 1246 2611 3.82 993 4201 15167 1353 3921 216
Pos Model Codename "L2 Cache + L3 Cache" "TDP Watt" "MHz - Turbo" "Cores / Threads" "Perf. Rating" "Cinebench R15 CPU Single 64Bit" "Cinebench R15 CPU Multi 64Bit" "Cinebench R23 Single Core" "Cinebench R23 Multi Core" x265 Blender(-) "7-Zip Single" 7-Zip "Geekbench 5.5 Single-Core" "Geekbench 5.5 Multi-Core" "WebXPRT 3"
468* "AMD Ryzen 7 2800H" "Raven Ridge (Zen)" 2MB + 4MB 45 3300 ‑ 3800 4/8            
470 "AMD Ryzen 5 3550H" "Picasso-U (Zen+)" 2MB + 4MB 35 2100 ‑ 3700 4/8 29.3 144n11 742n11 886n2 3929.5n2 4.04n5 659n6 3547.5n6 17978n6 899n5 3281n5 162n5
471 "AMD Ryzen 7 2700U" Zen 2MB + 4MB 15 2200 ‑ 3800 4/8 28.4 143.5n12 644n12 886 3603 3.96 713 3592 17317 813 2969 142
472 "AMD Ryzen 7 PRO 2700U" Zen 2MB + 4MB 15 2200 ‑ 3800 4/8 ~21.518%         882 3183 
473 "AMD Ryzen 3 5300U" "Lucienne-U (Zen 2)" 2MB + 4MB 25 2600 ‑ 3800 4/8 33.5 170n3 906n3 1115n3 5341n3 6.54n3 544n3 3960n3 21971n3 1070n3 4008n3 187.4n3
474* "AMD Ryzen 3 2200G" Zen 2MB + 4MB 65 3500 ‑ 3700 4/4 ~32.473% 145.55n4 577n4   4.29 826n2 3948 14790 1086.5n2 4881.5n2 
475 "AMD Ryzen 5 3500U" "Picasso-U (Zen+)" 2MB + 4MB 15 2100 ‑ 3700 4/8 ~30.682% 143n18 650n19   4.02n10 694n10 3538n10 17024.5n10 898.5n8 3155.5n8 148n7
476* "AMD Ryzen 5 PRO 3500U" Zen+ 2MB + 4MB 15 2100 ‑ 3700 4/8 ~29.982% 142n2 624n2   3.48n2 795.5n2 3474n2 16220.5n2 863 2824 142
477 "Intel Core i5-1130G7" "Tiger Lake-UP4" 5MB + 8MB 15 1800 ‑ 4000 4/8 34.1 179n3 616.5n4 1151.5n2 2738.5n2 3.04 1189.5n2 4175n2 14726n2 1321.5n2 4802n2 219.5n2
478 "AMD Ryzen 5 3450U" "Picasso-U (Zen+)" 2MB + 4MB 15 2100 ‑ 3500 4/8 27.6 137.5n2 566.5n2 875n2 2926.5n2 3.03n3 946n3 3359n3 15878n3 839n5 2972n5 145.5n2
479 "AMD Ryzen 3 4300U" "Renoir-U (Zen 2)" 2MB + 4MB 15 2700 ‑ 3700 4/4 32.1 163.9n2 562.5n2 1074 3571 4.87n2 887.5n2 4063.5n2 15824n2 1046.5n2 3438.5n2 194n2
480 "AMD Ryzen 5 3580U" "Picasso-U (Zen+)" 2MB + 4MB 15 2100 ‑ 3700 4/8 ~30.473% 139 693   4.09 710 3572 15209 900 2990 
481* "Intel Core i3-1125G4" "Tiger Lake-UP3" 5MB + 8MB 28 2000 ‑ 3700 4/8 ~28.618%         1198 3738 
482* "Intel Core i3-1305U" "Raptor Lake-U" 3.5MB + 10MB 15 1200 ‑ 4500 5/6            
483* "Intel Processor U300" "Raptor Lake-U" 3.5MB + 8MB 15 900 ‑ 4400 5/6            
484* "Intel Pentium 8505" "Alder Lake-U" 3.5MB + 8MB 15 900 ‑ 4400 5/6            
485* "Intel Core i3-1210U" "Alder Lake-U" 5MB + 10MB 9 700 ‑ 4400 6/8            
486* "Intel Pentium 8500" "Alder Lake-U" 3.5MB + 8MB 9 700 ‑ 4400 5/6            
490 "Intel Core i7-8550U" "Kaby Lake Refresh" 1MB + 8MB 15 1800 ‑ 4000 4/8 ~33.182% 163n75 553n77 1021 2914 3.88n3 913n3 4337 15613   182
491* "Qualcomm Snapdragon 8cx Gen 2 5G" "Cortex-A76 / A55 (Kryo 495)" + 2MB 7 3150 8/8 ~22.227%         797n2 3115.5n2 132
Pos Model Codename "L2 Cache + L3 Cache" "TDP Watt" "MHz - Turbo" "Cores / Threads" "Perf. Rating" "Cinebench R15 CPU Single 64Bit" "Cinebench R15 CPU Multi 64Bit" "Cinebench R23 Single Core" "Cinebench R23 Multi Core" x265 Blender(-) "7-Zip Single" 7-Zip "Geekbench 5.5 Single-Core" "Geekbench 5.5 Multi-Core" "WebXPRT 3"
492* "MediaTek Dimensity 9200+" "Cortex-X3 / A715 / A510"   2000 ‑ 3350 8/8 ~34.627%         1541n2 4936.5n2 143
493* "MediaTek Dimensity 9200" "Cortex-X3 / A715 / A510"   1800 ‑ 3050 8/8 ~27.727%         1384 4232 82
494* "AMD Ryzen 5 2600H" Zen 2MB + 4MB 45 3200 ‑ 3600 4/8 ~2018%         812 3226 
495 "Intel Core i5-8260U" "Coffee Lake" 1MB + 6MB 15 1600 ‑ 3900 4/8 ~26.891% 156.9 627 629 3028 1.8 726 4056 18874 639 1817 
496* "Intel Core i3-N305" "Alder Lake-N" + 6MB 15 1800 ‑ 3800 8/8            
497* "Intel Core i5-1030NG7" "Ice Lake Y" 2MB + 6MB 10 1100 ‑ 3500 4/8 ~30.382% 140 448   2.95 1310 3472 10924 1088.5n2 2710n2 158.5n2
498* "Intel Core i5-1030G7" "Ice Lake-Y" 2MB + 6MB 9 800 ‑ 3500 4/8            
499* "Intel Core i5-1030G4" "Ice Lake-Y" 2MB + 6MB 9 700 ‑ 3500 4/8            
500 "Intel Core i3-1115G4" "Tiger Lake-UP3" 2.5MB + 6MB 28 3000 ‑ 4100 2/4 34.9 190n6 480.5n6 1312n5 3125n6 3.74n6 1021.5n6 4599.5n6 12919.5n6 1311.5n8 2605n8 204.5n6
501* "Intel Core i3-1120G4" "Tiger Lake-UP4" 5MB + 8MB 15 1500 ‑ 3500 4/8            
503 "Intel Core i3-1005G1" "Ice Lake-U" 1MB + 4MB 15 1200 ‑ 3400 2/4 30.7 157n6 405n6 1055.5n4 2221n4 3.12n7 1264n7 4004n7 10896n7 1159.5n6 2425.5n6 179.5n6
504 "Intel Core i3-10110U" "Comet Lake-U" 1MB + 4MB 15 2100 ‑ 4100 2/4 29.8 162n5 321n5 1032.5n2 2142n2 2.92n2 1279.5n2 4153.5n2 10291.5n2 987n2 2025.5n2 164n2
505 "Intel Core i3-8109U" "Coffee Lake-U" 512KB + 4MB 28 3000 ‑ 3600 2/4 27.1 138.65n2 352.5n2 906 2004 2.85 1328 3752 9489 888 1880 131.3
530 "Intel Core i5-8350U" "Kaby Lake Refresh" 1MB + 6MB 15 1700 ‑ 3600 4/8 ~45.536% 150.5n8 569n8    705     183.5n2
531 "AMD Ryzen 3 1200" "Summit Ridge (Zen)" 2MB + 8MB 65 3100 ‑ 3400 4/4 27.3 135 480 834 3013 3.47n2 1002 3391 11980 834 2882 151
534 "Intel Core i5-8250U" "Kaby Lake Refresh" 1MB + 6MB 15 1600 ‑ 3400 4/8 29.2 143n97 562n101 873.5n2 3108n2 4.34n8 899.5n8 3706n6 15365.5n6 925n5 3427n5 167.5n4
535* "Intel Core i3-N300" "Alder Lake-N" + 6MB 7 ‑ 3800 8/8            
536 "AMD Ryzen 5 2500U" Zen 2MB + 4MB 15 2000 ‑ 3600 4/8 ~29.982% 137n15 609n16   3.67n2 770.5n2 3441n3 16251n3 831 2515 160
537 "AMD Ryzen 5 PRO 2500U" Zen 2MB + 4MB 15 2000 ‑ 3600 4/8 ~29.573% 134n3 553n3   3 1007n2 4102 2794 887 3135 
538 "AMD Ryzen Embedded V1605B" Zen 2MB + 4MB 15 2000 ‑ 3600 4/8 27.6 128 654 841 3160 3.64 791 3374 16708 819 3184 149
Pos Model Codename "L2 Cache + L3 Cache" "TDP Watt" "MHz - Turbo" "Cores / Threads" "Perf. Rating" "Cinebench R15 CPU Single 64Bit" "Cinebench R15 CPU Multi 64Bit" "Cinebench R23 Single Core" "Cinebench R23 Multi Core" x265 Blender(-) "7-Zip Single" 7-Zip "Geekbench 5.5 Single-Core" "Geekbench 5.5 Multi-Core" "WebXPRT 3"
539* "Intel Core i3-8100H" "Coffee Lake-H" 1MB + 8MB 45 3000 4/4            
542* "MediaTek Dimensity 9000+" "Cortex-X2 / A710 / A510" + 14MB  1800 ‑ 3200 8/8 ~32.927%         1391.5n2 4606.5n2 152
543* "MediaTek Dimensity 9000" "Cortex-X2 / A710 / A510" + 14MB  1800 ‑ 3050 8/8 ~28.427%         1248n5 4051n5 121
544* "Apple A12Z Bionic" "Vortex, Tempest" 8MB  ‑ 2490 8/8 ~28.427%         1122n2 4709.5n2 141n3
545* "Apple A12X Bionic" "Vortex, Tempest" 8MB  ‑ 2490 8/8 ~30.827%         1120 4620 177n2
546* "Apple A14 Bionic" "Firestorm / Icestorm" 12MB + 16MB  1800 ‑ 3100 6/6 ~38.227%         1588.5n6 4093.5n6 193.5n6
547 "Qualcomm Snapdragon 8+ Gen 1" "Cortex-X2 / A710 / A510 (Kryo) Waipio" + 6MB  1800 ‑ 3200 8/8 ~31.127%         1321.5n22 4170.5n22 145n13
548* "Google Tensor G3" "Zuma - Cortex X3 / A715 / A510" + 4MB  1700 ‑ 2910 9/9 ~28.427%         1267n2 3509.5n2 122n2
549 "Qualcomm Snapdragon 8 Gen 1" "Cortex-X2 / A710 / A510 (Kryo) Waipio" + 6MB  1800 ‑ 2995 8/8 ~3027%         1236n21 3581n21 151n15
550* "Qualcomm Snapdragon 7+ Gen 2" "Cortex-X2 / A710 / A510"   1800 ‑ 2910 8/8 ~28.927%         1224.5n2 3959n2 134
551* "Microsoft SQ1" "Cortex-A76 / A55 (Kryo 495)" + 2MB  3000 8/8 ~20.227%         739 2875 116
553 "Intel Core i3-1110G4" "Tiger Lake-UP4" 2.5MB + 6MB 15 2500 ‑ 3900 2/4 28.2 160.4 382 877 1868 2.47 1560 3935 8714 772 1894 188.4
554* "Qualcomm Snapdragon 8cx" "Cortex-A76 / A55 (Kryo 495)" + 2MB 7 2840 8/8 ~19.527%         700 2760 116
555 "Qualcomm Snapdragon 888 Plus 5G" "Cortex-X1 / A78 / A55 (Kryo 680)" + 3MB 5 1800 ‑ 3000 8/8 ~28.627%         1157n6 3628.5n6 147n3
556 "Qualcomm Snapdragon 888 5G" "Cortex-X1 / A78 / A55 (Kryo 680)" + 3MB 5 1800 ‑ 2840 8/8 ~28.327%         1129n27 3598n27 148n18
557 "Qualcomm Snapdragon 888 4G" "Cortex-X1 / A78 / A55 (Kryo 680)" + 3MB 5 1800 ‑ 2840 8/8 ~25.127%         1107n3 3334n3 108n2
558* "Samsung Exynos 2200" "Exynos X2 / Cortex-A710 / A510"   1820 ‑ 2800 8/8 ~28.627%         1145n3 3560n3 149n3
559* "Apple A13 Bionic" "Lightning and Thunder" 12MB  ‑ 2660 6/6 ~33.527%         1332n4 3378.5n4 183n5
560* "Intel Processor N200" "Alder Lake-N" + 6MB 6 1000 ‑ 3700 4/4            
574 "Intel Core i3-8145U" "Whiskey Lake-U" 1MB + 4MB 15 2100 ‑ 3900 2/4 ~17.227% 148.5n4 351.5n4   2.64      
Pos Model Codename "L2 Cache + L3 Cache" "TDP Watt" "MHz - Turbo" "Cores / Threads" "Perf. Rating" "Cinebench R15 CPU Single 64Bit" "Cinebench R15 CPU Multi 64Bit" "Cinebench R23 Single Core" "Cinebench R23 Multi Core" x265 Blender(-) "7-Zip Single" 7-Zip "Geekbench 5.5 Single-Core" "Geekbench 5.5 Multi-Core" "WebXPRT 3"
576* "AMD Ryzen 3 3350U" Zen+ 2MB + 4MB 15 2100 ‑ 3500 4/4 ~20.418%         864 2455 
577* "AMD Ryzen 3 3300U" Zen+ 2MB + 4MB 15 2100 ‑ 3500 4/4 ~28.782% 134 471   2.81 1212 3340 12118 824 2578 153.5n2
578* "AMD Ryzen 3 PRO 3300U" Zen+ 2MB + 4MB 15 2100 ‑ 3500 4/4 ~20.518% 126 481         
579 "AMD Ryzen 3 2300U" Zen 2MB + 4MB 15 2000 ‑ 3400 4/4 ~15.936% 79 422.5       783 2360 
580 "AMD Ryzen 3 PRO 2300U" Zen 2MB + 4MB 15 2000 ‑ 3400 4/4 ~17.318%         727 2156 
581* "Intel Processor N97" "Alder Lake-N" + 6MB 12 ‑ 3600 4/4            
582 "Intel Processor N95" "Alder Lake-N" + 6MB 15 ‑ 3400 4/4 29.4 151n5 445n5 914n5 2769n5 3.18n5 1113n5 3803n5 12177n5 999n5 2566n5 178.3n5
583* "Intel Processor N100" "Alder Lake-N" + 6MB 6 1000 ‑ 3400 4/4 30 153.9n3 477n3 931n3 2983n3 3.47n3 1038n3 3908n3 13255n3 1006n4 2865.5n4 181.4n3
587 "Intel Core i3-8130U" "Kaby Lake Refresh" 1MB + 4MB 15 2200 ‑ 3400 2/4 ~25.327% 139n3 338n3         153
589* "Intel Core i3-1000NG4" "Ice Lake Y" 1MB + 4MB 9 1100 ‑ 3200 2/4 ~29.482% 141 333   2.23 1814 3438 7921 1096 2028 162
590* "Intel Core i3-1000G4" "Ice Lake-Y" 1MB + 4MB 9 1100 ‑ 3200 2/4            
591* "Intel Core i3-1000G1" "Ice Lake-Y" 1MB + 4MB 9 1100 ‑ 3200 2/4            
613 "Intel Core i3-8121U" Cannon-Lake 512KB + 4MB 15 2200 ‑ 3100 2/4 ~2118% 133 317.6         
632 "HiSilicon Kirin 9000" Cortex-A77/-A55   2050 ‑ 3130 8/8 ~30.69%           147
633 "HiSilicon Kirin 9000E" Cortex-A77/-A55   2050 ‑ 3130 8/8 ~20.29%           97
656* "Intel Core i7-10510Y" "Comet Lake-Y" 512KB + 8MB 7 1200 ‑ 4500 4/8 ~23.618%         1005 2728 
660* "Intel Core i5-10310Y" "Amber Lake-Y" 512KB + 6MB 7 1100 ‑ 4100 4/8            
662* "Intel Core i5-10210Y" "Amber Lake-Y" 512KB + 6MB 7 1000 ‑ 4000 4/8 ~1818%         738 2735 
663 "Intel Core i5-L16G7" Lakefield  7 1400 ‑ 3000 5/5 23.2 89.5n2 255n2 710 1810 1.46n2 2026.5n2 3211n2 7586.5n2 826.5n2 1633.5n2 124.5n2
667* "AMD Athlon Gold 7220U" "Mendocino (Zen 2)" 1MB + 4MB 15 2400 ‑ 3700 2/4 ~21.618%         932 2159 
Pos Model Codename "L2 Cache + L3 Cache" "TDP Watt" "MHz - Turbo" "Cores / Threads" "Perf. Rating" "Cinebench R15 CPU Single 64Bit" "Cinebench R15 CPU Multi 64Bit" "Cinebench R23 Single Core" "Cinebench R23 Multi Core" x265 Blender(-) "7-Zip Single" 7-Zip "Geekbench 5.5 Single-Core" "Geekbench 5.5 Multi-Core" "WebXPRT 3"
668* "AMD Athlon Gold 7220C" "Mendocino (Zen 2)" 1MB + 4MB 15 2400 ‑ 3700 2/4            
681* "Samsung Exynos 2100 5G" "Exynos X1 / Cortex-A78 / A55"   2200 ‑ 2900 8/8 ~25.427%         1100n3 3364n3 114n3
682* "Qualcomm Snapdragon 870 5G" "Cortex-A77 / A55 (Kryo 585)" 1.8MB + 7MB 5 2420 ‑ 3200 8/8 ~24.727%         992.5n16 3188n16 127n13
683* "Qualcomm Snapdragon 865+ (Plus)" "Cortex-A77 / A55 (Kryo 585)" 1.8MB + 4MB 5 2420 ‑ 3100 8/8 ~2427%         980n6 3250.5n6 119.5n4
684* "Qualcomm Snapdragon 865" "Cortex-A77 / A55 (Kryo 585)" 1.8MB + 4MB 5 2420 ‑ 2840 8/8 ~2227%         910n23 3309n23 104n23
685* "MediaTek Dimensity 8050" "Cortex-A78 / A55"   2000 ‑ 3000 8/8 ~20.127%         867.5n2 2852n2 89
686* "MediaTek Dimensity 1300" "Cortex-A78 / A55"   2000 ‑ 3000 8/8 ~1227%         415 2700 65
687* "MediaTek Dimensity 8100" "Cortex-A78 / A55"   2000 ‑ 2850 8/8 ~22.327%         907n3 3720n3 106n3
688* "MediaTek Dimensity 1200" "Cortex-A78 / A55"   2000 ‑ 3000 8/8 ~18.127%         833n2 2689.5n2 69.5n2
689* "MediaTek Kompanio 1300T" "Cortex-A78 / A55"   2000 ‑ 2600 8/8 ~17.727%         773 2669 75
690* "Intel Core i7-8500Y" "Amber Lake-Y" 512KB + 4MB 5 1500 ‑ 4200 2/4 ~31.555% 130.5n4 246.5n4   2.12 1965.5n2 4367.5n2 10709n2   
692* "Intel Core i3-10110Y" "Amber Lake-Y" 512KB + 4MB 7 1000 ‑ 4000 2/4 ~22.518%         996 1633 
697* "Intel Core i5-8210Y" "Amber Lake-Y" 512KB + 4MB 7 1600 ‑ 3600 2/4 ~29.755% 129.5n2 269.5n2   2.26 1680 3405 7936   
698* "Intel Core i5-8200Y" "Amber Lake-Y" 512KB + 4MB 5 1300 ‑ 3900 2/4 ~20.718%         900 1934 
699 "Intel Core i3-10100Y" "Amber Lake-Y" 512KB + 4MB 5 1300 ‑ 3900 2/4 26 122 220 788 1375 2.01 1825 3535 8262 986 1889 148
700* "AMD Athlon Silver 7120U" "Mendocino (Zen 2)" 1MB + 2MB 15 2400 ‑ 3500 2/2            
701* "AMD Athlon Silver 7120C" "Mendocino (Zen 2)" 1MB + 2MB 15 2400 ‑ 3500 2/2            
702* "Intel Core i3-L13G4" Lakefield 1.5MB + 4MB 10 800 ‑ 2800 5/5 ~18.418%         816 1349 
709 "AMD Ryzen 3 3250U" Zen 1MB + 4MB 15 2600 ‑ 3500 2/4 25.4 121.6n3 353n3 776n3 2010n3 2.16n3 1399n3 3291n3 9063n3 824n4 1662n4 140.15n2
710* "AMD Ryzen Embedded R1606G" Zen 1MB + 4MB 15 2600 ‑ 3500 2/4 26.8 139 317 888 1842 2 1456 3528 8969 877 1903 148
Pos Model Codename "L2 Cache + L3 Cache" "TDP Watt" "MHz - Turbo" "Cores / Threads" "Perf. Rating" "Cinebench R15 CPU Single 64Bit" "Cinebench R15 CPU Multi 64Bit" "Cinebench R23 Single Core" "Cinebench R23 Multi Core" x265 Blender(-) "7-Zip Single" 7-Zip "Geekbench 5.5 Single-Core" "Geekbench 5.5 Multi-Core" "WebXPRT 3"
711 "AMD Ryzen 3 3200U" "Picasso-U (Zen)" 1MB + 4MB 15 2600 ‑ 3500 2/4 25.4 129n3 334n3 765n3 1786n3 1.96n4 1485n3 3372n4 9081.5n4 796.5n4 1651.5n4 139n4
712 "AMD Ryzen 3 2200U" Zen 1MB + 4MB 15 2500 ‑ 3400 2/4 ~16.936% 117n4 312n4       667 1267 
713 "AMD Ryzen 3 PRO 2200U" Zen 1MB + 4MB 15 2500 ‑ 3400 2/4            
714* "AMD Ryzen 3 5125C" "Barcelo (Zen 3)" 1MB + 8MB 15 3000 2/4            
715 "AMD Athlon Gold 3150U" "Dali (Zen)" 1MB + 4MB 15 2400 ‑ 3300 2/4 ~2673% 117 352   2.03 1348 3065 8752 751 1847 
716* "AMD Ryzen Embedded R1505G" Zen 2MB + 4MB 10 2400 ‑ 3300 2/4 ~22.782% 97.3 264   0.65 1725 2505 6931 612 1353 106n2
726* "Intel Pentium Gold 6405U" "Comet Lake-U" 1MB + 2MB 15 2400 2/4 ~13.718%         595 1320 
727* "Intel Celeron 7305" "Alder Lake-U" 3.5MB + 8MB 15 900 ‑ 1100 5/5            
728* "Intel Celeron 7300" "Alder Lake-U" 3.5MB + 8MB 9 700 ‑ 1000 5/5            
729 "Intel Celeron 6305" "Tiger Lake-U" 2.5MB + 4MB 15 1800 2/2 19.4 83.95n2 161.05n2 566.5n2 1071.5n2 1.7n2 2834n2 2237.5n2 4262.5n2 638n2 1198n2 100.7n2
732* "AMD Athlon PRO 300U" Zen+ 1MB + 4MB 15 2400 ‑ 3300 2/4            
733* "AMD Athlon 300U" Zen 1MB + 4MB 15 2400 ‑ 3300 2/4 ~18.455% 119 308   1.77    867 1840 143
734* "AMD Athlon Silver 3050U" "Dali (Zen)" 1MB + 4MB 15 2300 ‑ 3200 2/2 ~1718%         743 1429 
735* "Intel Celeron 6205" "Tiger Lake U" 2.5MB + 4MB 15  2/2            
736* "Apple A12 Bionic"  8MB  ‑ 2490 6/6 ~28.527%         1117.5n2 2814.5n2 159.5n6
737* "Qualcomm Snapdragon 7 Gen 1" "Cortex-A710 / A510"   1800 ‑ 2400 8/8 ~20.427%         786n4 2912.5n4 110n2
738* "Qualcomm Snapdragon 780G 5G" "Kryo 670 (Cortex-A78/A55)"   1900 ‑ 2400 8/8 ~20.527%         809 2998 106
739* "Google Tensor G2" "Cortex X1 / A76 / A55" + 4MB  1800 ‑ 2850 8/8 ~23.527%         1049n4 3217n4 98n3
740* "MediaTek Dimensity 8200-Ultra" "Cortex-A78 / A55" + 4MB  2000 ‑ 3100 8/8 ~25.127%         1018 3833 123
741* "Google Tensor" "Exynos X1 / Cortex-A76 / A55" + 4MB  1800 ‑ 2800 8/8 ~23.727%         1041n3 2940n3 105n3
Pos Model Codename "L2 Cache + L3 Cache" "TDP Watt" "MHz - Turbo" "Cores / Threads" "Perf. Rating" "Cinebench R15 CPU Single 64Bit" "Cinebench R15 CPU Multi 64Bit" "Cinebench R23 Single Core" "Cinebench R23 Multi Core" x265 Blender(-) "7-Zip Single" 7-Zip "Geekbench 5.5 Single-Core" "Geekbench 5.5 Multi-Core" "WebXPRT 3"
742* "HiSilicon Kirin 990 5G" Cortex-A76/-A55   ‑ 2860 8/8 ~19.527%         772.5n4 3076.5n4 98n3
743* "HiSilicon Kirin 990" Cortex-A76/-A55   ‑ 2860 8/8 ~20.127%         770n2 2977.5n2 108n2
744* "Samsung Exynos 990" "Exynos M5 / Cortex A-76 / Cortex-A55"   2000 ‑ 2730 8/8 ~21.627%         940n5 2787n5 97n5
745* "MediaTek Dimensity 8020" "Cortex-A78 / A55"   2000 ‑ 2600 8/8 ~19.827%         835 3310 87
746* "MediaTek Dimensity 1100" "Cortex-A78 / A55"   2000 ‑ 2600 8/8 ~16.118%         655 2500 
747* "Qualcomm Snapdragon 860" "Cortex-A76 / A55 (Kryo 485)" 1.8MB + 5MB 5 ‑ 2960 8/8 ~18.727%         756n2 2712.5n2 93n2
748* "Qualcomm Snapdragon 7c Gen 2" "Cortex-A76 / A55 (Kryo 468)"  7 2550 8/8 ~2182%   307 992 0.61 3620 2046 7703 1046.5n2 3483.5n2 95
749* "Qualcomm Snapdragon 7c" "Cortex-A76 / A55 (Kryo 468)"  7 2400 8/8 ~18.282%   321 830 0.63 3895 2059 7459 620n3 1725n3 83.5n2
750* "Qualcomm Snapdragon 855+ / 855 Plus" "Cortex-A76 / A55 (Kryo 485)" 1.8MB + 5MB 5 ‑ 2960 8/8 ~1927%         751n2 2658.5n2 98n5
751* "Qualcomm Snapdragon 855" "Cortex-A76 / A55 (Kryo 485)" 1.8MB + 5MB 5 2840 8/8 ~19.527%         744n7 2666n7 106.5n20
752* "Apple A11 Bionic" "Monsoon / Mistral" 8MB  ‑ 2390 6/6 ~23.527%         927 2339 130
753* "Qualcomm QCM6490" "Kryo 670 (Cortex-A78/A55)"   1960 ‑ 2710 8/8 ~24.527%         870 2944 151
754* "Qualcomm Snapdragon 778G+ 5G" "Kryo 670 (Cortex-A78/A55)"   1900 ‑ 2500 8/8 ~21.427%         824n3 2929n3 116n3
755* "Qualcomm Snapdragon 778G 5G" "Kryo 670 (Cortex-A78/A55)"   1800 ‑ 2400 8/8 ~20.127%         787n11 2889n11 105.5n10
756* "Qualcomm Snapdragon 778G 4G" "Kryo 670 (Cortex-A78/A55)"   1800 ‑ 2400 8/8 ~20.527%         788n2 3019.5n2 109
757 "Samsung Exynos 1380" "ARM Cortex-A55 / A78"   2000 ‑ 2400 8/8 ~21.227%         778n3 2728n3 124.5n2
758* "MediaTek Dimensity 1000+" "Cortex-A77 / A55"   2000 ‑ 2600 8/8 ~17.927%         796 2762 73
759* "Apple A10X Fusion" "Cyclone 4?"   2390 6/3 ~2018%         850 2324 
760 "MediaTek Dimensity 7050" "Cortex-A78 / A55"   2000 ‑ 2600 8/8 ~19.427%         833n3 2318n3 90n2
761 "MediaTek Dimensity 7030" "Cortex-A78 / A55"   2000 ‑ 2500 8/8 ~20.827%         789 2197 121
Pos Model Codename "L2 Cache + L3 Cache" "TDP Watt" "MHz - Turbo" "Cores / Threads" "Perf. Rating" "Cinebench R15 CPU Single 64Bit" "Cinebench R15 CPU Multi 64Bit" "Cinebench R23 Single Core" "Cinebench R23 Multi Core" x265 Blender(-) "7-Zip Single" 7-Zip "Geekbench 5.5 Single-Core" "Geekbench 5.5 Multi-Core" "WebXPRT 3"
762 "MediaTek Dimensity 1080" "Cortex-A78 / A55"   2000 ‑ 2600 8/8 ~19.127%         765n3 2041n3 102n3
763 "MediaTek Dimensity 920" "Cortex-A78 / A55"   2000 ‑ 2500 8/8 ~16.227%         775.5n2 2097.5n2 58
764 "MediaTek Dimensity 7020" "Cortex-A78 / A55"   2000 ‑ 2500 8/8 ~19.327%         697 1903 120
765 "MediaTek Dimensity 930" "Cortex-A78 / A55"   2000 ‑ 2200 8/8 ~17.627%         669.5n2 1848n2 101.5n2
766 "MediaTek MT8188J" "Cortex-A78 / A55"   2000 ‑ 2200 8/8 ~19.627%         702 2070 122
767 "MediaTek Dimensity 900" "Cortex-A78 / A55"   2000 ‑ 2400 8/8 ~16.427%         734n5 2161n5 68.5n4
770 "MediaTek Dimensity 820" "Cortex-A76 / A55"   2000 ‑ 2600 8/8 ~15.327%         652 2678 65
771* "Intel Core m3-7Y32" "Kaby Lake" 512KB + 4MB 4.5 1000 ‑ 3000 2/4 ~16.955% 120 265 637 1293     773 1576 
772* "Intel Core m3-8100Y" "Amber Lake-Y" 512KB + 4MB 5 1100 ‑ 3400 2/4 ~24.882% 96.6n4 179.5n4   1.69n2 2206n2 2982.5n2 6245.5n2 845.5n2 1396.5n2 135.5n4
773* "Intel Processor N50" "Alder Lake-N" + 6MB 6 ‑ 3400 2/2            
774* "Intel Pentium Gold 6500Y" "Amber Lake-Y" 512KB + 4MB 5 1100 ‑ 3400 2/4            
785 "Intel Pentium Gold 5405U" "Whiskey Lake-U" 512KB + 2MB 15 2300 2/4 20.3 92.55n2 233n2 539 1390 1.37n2 2179.5n2 2528n2 6501.5n2 585n2 1324n2 102.6n2
786 "Intel Pentium Gold 4415U" "Kaby Lake" 512KB + 2MB 15 2300 2/4 20.6 94n2 239.5n2 529 1366 1.56 2188 2575 6602 599 1374 110.2
802* "AMD A10-9620P" "Bristol Ridge" 2MB 15 2500 ‑ 3400 4/4 ~11.618% 72 230         
803* "Intel Celeron 3965U" "Kaby Lake" 512KB + 2MB 15 2200 2/2            
